x,ProbOfMiss
1,9.99700089973008
3,2.796221259643098
5,0.8533290633711823
7,0.27127151240827974
9,0.08830879839055221
11,0.02919573688477761
13,0.009757244981890316
15,0.003286795072447159
17,0.0011138394401652462
19,0.0003792232839476868
21,0.00012958857657345319
23,4.441404800951123e-05
25,1.5258490525190388e-05
27,5.252283767207572e-06
29,1.8108240045542578e-06
31,6.251302204357365e-07
33,2.1603674022992934e-07
35,7.472421471568962e-08
37,2.586419503994695e-08
39,8.957327906590488e-09
41,3.1034636413046314e-09
43,1.0756165522819444e-09
45,3.7288145270466166e-10
47,1.2928596383716432e-10
49,4.48299457934884e-11
51,1.554510838736297e-11
53,5.390182362399509e-12
55,1.868853911702982e-12
57,6.478727057523325e-13
59,2.2455804247706538e-13
61,7.781726864355597e-14
63,2.6959826788616635e-14
65,9.337670646977193e-15
67,3.233166555018723e-15
69,1.1191142250945321e-15
71,3.8722840214036623e-16
73,1.3393586249528229e-16
75,4.630784734354297e-17
77,1.6004132657736343e-17
79,5.528685707498574e-18
81,1.9090476480668233e-18
83,6.588857428588944e-19
85,2.2729805883416195e-19
87,7.837324084798573e-20
89,2.7009770306924343e-20
91,9.303574719928527e-21
93,3.202947702640811e-21
95,1.1020881197605544e-21
97,3.790050147916787e-22
99,1.302661779177197e-22
101,4.474789320993691e-23
103,1.5362576082154647e-23
105,5.271115554160637e-24
107,1.8075267615538262e-24
109,6.194517314187016e-25
111,2.12162055270113e-25
113,7.262105760622432e-26
115,2.484215502882196e-26
117,8.492687712019855e-27
119,2.901534140485534e-27
121,9.906823232603153e-28
123,3.380360293977439e-28
125,1.15268636850469e-28
127,3.928047511410754e-29
129,1.3376965772102253e-29
131,4.552519146684073e-30
133,1.5483076829650747e-30
135,5.262258582757845e-31
137,1.7872886456767112e-31
139,6.066288021732002e-32
141,2.0575739495910224e-32
143,6.974134267888086e-33
145,2.3622505430216076e-33
147,7.995779969357645e-34
149,2.7045399466440025e-34
151,9.14159887360228e-35
153,3.0877750941514956e-35
155,1.0422273797424459e-35
157,3.5153715245799065e-36
159,1.1848696218923452e-36
161,3.990792621133623e-37
163,1.34318466705664e-37
165,4.517508687875456e-38
167,1.518265545163769e-38
169,5.0989497735986156e-39
171,1.7111843585050776e-39
173,5.738452291316558e-40
175,1.922974441581557e-40
177,6.439199641035172e-41
179,2.1546106781678677e-41
181,7.20415722088795e-42
183,2.4069881273047642e-42
185,8.036002404457273e-43
187,2.680899172869757e-43
189,8.937050266341533e-44
191,2.977009477227821e-44
193,9.909176048956312e-45
195,3.295833086561528e-45
197,1.0953735575449223e-45
199,3.6377071018744146e-46
201,1.207148501989487e-46
203,4.0027663931586485e-47
205,1.326250163934962e-47
207,4.390918892429377e-48
209,1.4526107245099712e-48
211,4.80182205173673e-49
213,1.5860796334462188e-49
215,5.234861092307787e-50
217,1.7264170911719438e-50
219,5.689129698126072e-51
221,1.873288408941291e-51
223,6.163413819155617e-52
225,2.02625945721608e-52
227,6.656179243949024e-53
229,2.1847934078264555e-53
231,7.165563576804521e-54
233,2.3482489644845284e-54
235,7.689373209695938e-55
237,2.5158802587003056e-55
239,8.225085813214742e-56
241,2.686838563940733e-56
243,8.769858783728328e-57
245,2.8601759500931394e-57
247,9.320543976606887e-58
249,3.034850963298628e-58
251,9.873708929221261e-59
253,3.2097363736159824e-59
255,1.0425664634786395e-59
257,3.383628985621726e-60
259,1.0972499772125562e-60
261,3.5552614560483026e-61
263,1.1510121130900853e-61
265,3.7233160092314494e-62
267,1.2034299801285943e-62
269,3.886439886988662e-63
271,1.2540722526466618e-63
273,4.043262316236189e-64
275,1.3025047451136663e-64
277,4.192412726916246e-65
279,1.3482963344899182e-65
281,4.332539906423047e-66
283,1.39102512417657e-66
285,4.462331736423336e-67
287,1.4302847321121306e-67
289,4.5805351253955296e-68
291,1.465690576650124e-68
293,4.685975726816555e-69
295,1.4968860280545805e-69
297,4.777577019919669e-70
299,1.523548291094462e-70
301,4.8543783282395416e-71
303,1.545393885538274e-71
305,4.915551361308829e-72
307,1.5621835964611573e-72
309,4.960414887037254e-73
311,1.573726775165356e-73
313,4.9884471762380005e-74
315,1.579884884034556e-74
317,4.999295905792189e-75
319,1.5805741945138155e-75
321,4.992785261973001e-76
323,1.5757675662235362e-76
325,4.9689200490148806e-77
327,1.565495256457047e-77
329,4.927886678299414e-78
331,1.5498447323576687e-78
333,4.870050988449501e-79
335,1.528959482226734e-79
337,4.795952923884902e-80
339,1.5030368469318617e-80
341,4.70629817658446e-81
343,1.472324916494327e-81
345,4.601946970484596e-82
347,1.437118559871358e-82
349,4.48390023774815e-83
351,1.3977546769850095e-83
353,4.35328349884886e-84
355,1.3546067805195148e-84
357,4.211328812066498e-85
359,1.308079030339332e-85
361,4.0593552009291e-86
363,1.258599855108304e-86
365,3.898747999109591e-87
367,1.2066153034839915e-87
369,3.730937570453319e-88
371,1.1525822709293925e-88
373,3.5573778668088894e-89
375,1.0969617476834633e-89
377,3.379525278253649e-90
379,1.040212228865623e-90
381,3.1988182097002754e-91
383,9.827834193016578e-92
385,3.0166577857217982e-92
387,9.251103538210245e-93
389,2.834390043097469e-93
391,8.676080389707886e-94
393,2.653289919735926e-94
395,8.106667048903176e-95
397,2.4745472911918443e-95
399,7.5464773712819e-96
401,2.2992552440346957e-96
403,6.998803381304925e-97
405,2.1284007110041362e-97
407,6.466589476693325e-98
409,1.9628575283347605e-98
411,5.952414312766407e-99
413,1.8033819128984746e-99
415,5.45848026424e-100
417,1.6506102977722089e-100
419,4.9866101830335e-101
421,1.505059411136897e-101
423,4.5382510109317125e-102
425,1.3671284364127792e-102
427,4.11448366921645e-103
429,1.2371030522797528e-103
431,3.716038536392387e-104
433,1.1151611204243073e-104
435,3.3433157415649386e-105
437,1.0013797668571451e-105
439,2.996409445490355e-106
441,8.957435894843056e-107
443,2.675135253389988e-107
445,7.981537200050056e-108
447,2.379059901949429e-108
449,7.084374715904439e-109
451,2.107532385348062e-109
453,6.263583143757239e-110
455,1.8597157288652842e-110
457,5.516259375949189e-111
459,1.6346186802706103e-111
461,4.839061791006779e-112
463,1.4311266651865167e-112
465,4.228306288526673e-113
467,1.2480314391211667e-113
469,3.680057415287022e-114
471,1.0840589621151471e-114
473,3.1902132352929107e-115
475,9.378951182950456e-116
477,2.7545829019947036e-116
479,8.082089987155522e-117
481,2.368956190741118e-117
483,6.9367355871435905e-118
485,2.0291645348857584e-118
487,5.929835480631837e-119
489,1.7311333726036287e-119
491,5.048706914321591e-120
493,1.4709258477503273e-120
495,4.281161665686941e-121
497,1.2447781130061428e-121
499,3.615604871139978e-122
501,1.0491266546773434e-122
503,3.041109456180245e-123
505,8.80628194950724e-124
507,2.5474680999090758e-124
509,7.361728295190743e-125
511,2.1252249366214169e-125
513,6.128911278587363e-126
515,1.7656893675134995e-126
517,5.081559625165521e-127
519,1.4609344348785187e-127
521,4.195798457264276e-128
523,1.203782210389665e-128
525,3.450085401814772e-129
527,9.877785802611434e-130
529,2.8251167976396373e-130
531,8.071596858523224e-131
533,2.3037108949053127e-131
535,6.568121112397081e-132
537,1.8706743578819004e-132
539,5.3222871153117756e-133
541,1.5126577217902896e-133
543,4.294617584605224e-134
545,1.2180047489265038e-134
547,3.4507485313313285e-135
549,9.76599908152516e-136
551,2.7609482839037108e-136
553,7.79717490436452e-137
555,2.1996464235164326e-137
557,6.19875191920245e-138
559,1.7449805602107893e-138
561,4.906943608292942e-139
563,1.378366957039719e-139
565,3.867685268090388e-140
567,1.084099283072634e-140
569,3.035413182891179e-141
571,8.48978261194112e-142
573,2.3719442893772023e-142
575,6.619736803991251e-143
577,1.8454591880099866e-143
579,5.139191623496453e-144
581,1.4295882743476927e-144
583,3.9723919904674384e-145
585,1.1025983138304523e-145
587,3.0570729797778412e-146
589,8.466749147264638e-147
591,2.342335647005832e-147
593,6.472950037129097e-148
595,1.786796999463695e-148
597,4.926825098553229e-149
599,1.356991673710858e-149
601,3.733399469439688e-150
603,1.0260017749293278e-150
605,2.8164838409071805e-151
607,7.72291123946436e-152
609,2.1152834672171176e-152
611,5.787206515959905e-153
613,1.5815443645913706e-153
615,4.3172270331422534e-154
617,1.177168470500411e-154
619,3.206134162636466e-155
621,8.722343953841789e-156
623,2.370239758973771e-156
625,6.433658537990057e-157
627,1.7443333977991694e-157
629,4.723956009601867e-158
631,1.2778684576043037e-158
633,3.4527847699696483e-159
635,9.318693074046972e-160
637,2.5121278659387996e-160
639,6.764392412144745e-161
641,1.8193457899709646e-161
643,4.887651045561751e-162
645,1.3115434948522878e-162
647,3.5152955474064543e-163
649,9.41102017630002e-164
651,2.5165545567662887e-164
653,6.72155642507154e-165
655,1.7931898268053786e-165
657,4.778313782902425e-166
659,1.2717861958467057e-166
661,3.380988138120802e-167
663,8.977643200628181e-168
665,2.3810539784257543e-168
667,6.307589120626499e-169
669,1.6689520175163772e-169
671,4.410721643339768e-170
673,1.164286429707163e-170
675,3.069682393504346e-171
677,8.083687360351446e-172
679,2.1262144425851237e-172
681,5.585796864387315e-173
683,1.4656921341452928e-173
685,3.8413063563666157e-174
687,1.0055246499454312e-174
689,2.6289547112658485e-175
691,6.865135421459564e-176
693,1.7905635722812076e-176
695,4.664488450297115e-177
697,1.2136429731389054e-177
699,3.1539116134431123e-178
701,8.186131924748296e-179
703,2.1221574625040674e-179
705,5.494714211370345e-180
707,1.420954727752956e-180
709,3.6701345759765067e-181
711,9.467805698906587e-182
713,2.43939014268009e-182
715,6.2773558805828715e-183
717,1.6133729442063647e-183
719,4.1414678365381903e-184
721,1.0617793838331317e-184
723,2.7187778413884005e-185
725,6.952989187401663e-186
727,1.7759336822078223e-186
729,4.530417719153259e-187
731,1.154263639960744e-187
733,2.93714912519825e-188
735,7.464489955807516e-189
737,1.8946385952614243e-189
739,4.802901298204886e-190
741,1.215992562848798e-190
743,3.0747306907960485e-191
745,7.764814457615638e-192
747,1.958401996438744e-192
749,4.933081452052791e-193
751,1.2410215708524612e-193
753,3.118055849173866e-194
755,7.82403665198806e-195
757,1.9607363370942667e-195
759,4.907358180130115e-196
761,1.226635296865985e-196
763,3.062112866776153e-197
765,7.634205773007696e-198
767,1.9008259388401234e-198
769,4.72667285501343e-199
771,1.1738222285269136e-199
773,2.9112639530615834e-200
775,7.210944964658779e-201
777,1.7837459291546307e-201
779,4.406592522586961e-202
781,1.0871782112458116e-202
783,2.6787081291812275e-203
785,6.591370399907618e-204
787,1.6197595829387894e-204
789,3.9751064839398224e-205
791,9.742472517773866e-206
793,2.3845732461223054e-206
795,5.828704491004876e-207
797,1.4228271212626207e-207
799,3.4685646116175183e-208
801,8.444303332140968e-209
803,2.053019463615895e-209
805,4.98466906767637e-210
807,1.2086273891864365e-210
809,2.926578513156164e-211
811,7.076823769200413e-212
813,1.70893615029702e-212
815,4.1211777452786315e-213
817,9.92484429165187e-214
819,2.386886095860813e-214
821,5.732500608932937e-215
823,1.37486396136481e-215
825,3.292890792890971e-216
827,7.8758181792239e-217
829,1.881107253679235e-217
831,4.486727796117261e-218
833,1.0686683177927786e-218
835,2.5418618926645604e-219
837,6.037477453671405e-220
839,1.432030924765048e-220
841,3.3918865482713266e-221
843,8.022708695040315e-222
845,1.8949172441248323e-222
847,4.4693845317314994e-223
849,1.052669814126903e-223
851,2.4758385027886126e-224
853,5.814827921804878e-225
855,1.3637493143794496e-225
857,3.1938466066647256e-226
859,7.469200136685355e-227
861,1.74426863120502e-227
863,4.067528174233867e-228
865,9.471622557837381e-229
867,2.2023862898502163e-229
869,5.113715756919617e-230
871,1.1856385905762292e-230
873,2.744981306128603e-231
875,6.3459470460371485e-232
877,1.4649477827631156e-232
879,3.3768762820221226e-233
881,7.772739441757249e-234
883,1.7864779899307733e-234
885,4.100005808107598e-235
887,9.395786757845345e-236
889,2.1500192096787983e-236
891,4.912591626117302e-237
893,1.1208222479704563e-237
895,2.5534020007242093e-238
897,5.808401496843536e-239
899,1.3193124228059612e-239
901,2.9922016944940867e-240
903,6.776178884097297e-241
905,1.5322450809117317e-241
907,3.4595496663830267e-242
909,7.799332662353207e-243
911,1.7556600809280198e-243
913,3.94609111762431e-244
915,8.855967873894543e-245
917,1.984475597939025e-245
919,4.440121497445477e-246
921,9.919318919466234e-247
923,2.212612206372312e-247
925,4.927921055970513e-248
927,1.0958615743652196e-248
929,2.4332106063292694e-249
931,5.3942897177468036e-250
933,1.1940373577903644e-250
935,2.638937777951743e-251
937,5.823263980813031e-252
939,1.283005137535215e-252
941,2.8223664073551745e-253
943,6.198976086618926e-254
945,1.3593978402152152e-254
947,2.9764028558940895e-255
949,6.506595980252042e-256
951,1.420140857128575e-256
953,3.0947310631193155e-257
955,6.733281433746083e-258
957,1.4626534038518246e-258
959,3.172234833194158e-259
961,6.869053679462949e-260
963,1.4850278365721172e-260
965,3.205359923757203e-261
967,6.907516786222848e-262
969,1.4861698321680813e-262
971,3.192380734692201e-263
973,6.846349477383737e-264
975,1.4658852648725395e-264
977,3.1335440849712615e-265
979,6.687517472145804e-266
981,1.4249043458148561e-266
983,3.0310738400013285e-267
985,6.437180728248204e-268
987,1.364839614547593e-268
989,2.8890337209363447e-269
991,6.105300070346463e-270
993,1.288080954405223e-270
995,2.713059815379263e-271
997,5.704977828617248e-272
999,1.1976371112812377e-272
1001,2.509987301454678e-273
